GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECIS,SOURCE,NOTES,FATALITIES
500,4020UGA,93223,20/04/2012,2012,1,Violence against civilians,Police Forces of Uganda (1986-),,1,Civilians (Uganda),FDC: Forum for Democratic Change,7,17,Uganda,Central 1,Kampala,,Kampala,0.3156,32.5656,1,Agence France Presse,Police officer caught on camera sexually assaulting woman oppostion activist while arresting her,0
500,4021UGA,93224,23/04/2012,2012,1,Riots/Protests,Police Forces of Uganda (1986-),,1,Protesters (Uganda),,6,16,Uganda,Central 1,Kampala,,Kampala,0.3156,32.5656,1,Agence France Presse,Women protest brutal treatment of fellow opposition supporter at hands of police,0
500,4022UGA,93225,26/04/2012,2012,1,Riots/Protests,Police Forces of Uganda (1986-),,1,Protesters (Uganda),Muslim Group (Uganda),6,16,Uganda,Central 1,Kampala,,Kampala,0.3156,32.5656,1,All Africa,Police meet marching muslim protesters with bullets and tear gas,0
500,4023UGA,93226,26/04/2012,2012,1,Riots/Protests,Protesters (Uganda),Muslim Group (Uganda),6,,,0,60,Uganda,Central 1,Kampala,,Kibuli,0.31,32.595,1,All Africa,Muslims march to protest President Museveni's perceived meddling in Muslims' affairs,0
500,4024UGA,93227,28/04/2012,2012,1,Riots/Protests,Protesters (Uganda),,6,,,0,60,Uganda,Central 1,Kampala,,Makerere University,0.33333,32.56667,1,All Africa,Women march to protest police brutality and sexual harrassment,0
500,4028UGA,93231,1/5/2012,2012,1,Violence against civilians,Police Forces of Uganda (1986-),,1,Civilians (Uganda),,7,17,Uganda,South Western,Kanungu,,Ntungamo,-0.88333,29.65,1,The Monitor,Police arrest and mistreat journalist,0
500,4025UGA,93228,1/5/2012,2012,1,Riots/Protests,Police Forces of Uganda (1986-),,1,Protesters (Uganda),,6,16,Uganda,Central 1,Kampala,,Kampala,0.3156,32.5656,1,All Africa,MP arrested as he leads protest rally on May Day,0
500,4027UGA,93230,1/5/2012,2012,1,Riots/Protests,Protesters (Uganda),,6,,,0,60,Uganda,Central 2,Luwero,,Luwero,0.84917,32.47306,1,All Africa,Students protest conditions at Luwero campus of Kampala University,0
500,4026UGA,93229,1/5/2012,2012,1,Violence against civilians,Unidentified Armed Group (Uganda),,3,Civilians (Uganda),,7,37,Uganda,Central 1,Kampala,,Kyambogo,0.35028,32.63083,1,All Africa,Victim murdered by unknown person(s),1
500,4029UGA,93232,2/5/2012,2012,1,Violence against civilians,Unidentified Armed Group (Uganda),,3,Civilians (Uganda),,7,37,Uganda,Central 1,Wakiso,,Bweyogerere,0.36694,32.66694,1,All Africa,Victim murdered by unknown person(s),1
500,4030UGA,93233,12/5/2012,2012,1,Violence against civilians,Unidentified Armed Group (Uganda),,3,Civilians (Uganda),,7,37,Uganda,Western,Kasese,,Kasese,0.18333,30.08333,1,African Press Organization,Independent TV director shot dead by unknown persons,1
500,4031UGA,93234,15/05/2012,2012,1,Non-violent activity by a conflict actor,Al Shabaab,,2,,,0,20,Uganda,Central 1,Kampala,,Kampala,0.3156,32.5656,1,BBC Monitoring,Somali Al Shabaab terrorist seen en route to Kampala and disembarked from the bus within Kampala; police are currently searching for him,0
500,4032UGA,93235,15/05/2012,2012,3,Non-violent activity by a conflict actor,FDLR: Democratic Forces for the Liberation of Rwanda,,2,,,0,20,Uganda,South Western,Isingiro,,Nakivale,-0.79374,30.87364,2,All Africa,FDLR said to be actively fundraising in Rwandan refugee camps in Uganda; coordinates for Lake Nakivale used since this is the closest location data available,0
500,4033UGA,93236,16/05/2012,2012,1,Riots/Protests,Protesters (Uganda),FDC: Forum for Democratic Change,6,,,0,60,Uganda,Central 1,Kampala,,Kampala,0.3156,32.5656,1,All Africa,FDC youths storm offices of FDC in protest over wrong prosecution of Buganda riot suspects,0
500,4034UGA,93237,22/05/2012,2012,1,Riots/Protests,Protesters (Uganda),,6,,,0,60,Uganda,Central 1,Kampala,,Kampala,0.3156,32.5656,1,All Africa,Women protest delay by constituational court in delaying maternal health a constitutional right,0
500,4035UGA,93238,2/6/2012,2012,2,Riots/Protests,Police Forces of Uganda (1986-),,1,Protesters (Uganda),COFTU: Central Organization of Free Trade Unions,6,16,Uganda,Central 1,Kampala,,Kampala,0.3156,32.5656,1,All Africa,COFTU workers storm office of finance ministry and demand wage reforms. Police called in to calm the situation,0
500,4036UGA,93239,3/6/2012,2012,1,Non-violent activity by a conflict actor,Police Forces of Uganda (1986-),,1,Al Shabaab,Al Qaeda,2,12,Uganda,Central 1,Kampala,,Makindye,0.2833,32.5833,1,All Africa,Ugandan police arrest Al Shabaab/Al Qaeda coordinator in Kampala suburb,0
500,4038UGA,93241,7/6/2012,2012,1,Violence against civilians,Police Forces of Uganda (1986-),,1,Civilians (Uganda),,7,17,Uganda,Central 1,Kampala,,Kampala,0.3156,32.5656,1,All Africa,Police assault journalist covering boda-boda driver protest,0
500,4037UGA,93240,7/6/2012,2012,1,Riots/Protests,Police Forces of Uganda (1986-),,1,Protesters (Uganda),,6,16,Uganda,Central 1,Kampala,,Kampala,0.3156,32.5656,1,All Africa,Boda-boda drivers stage protest,0
500,4039UGA,93242,8/6/2012,2012,1,Riots/Protests,Rioters (Uganda),Rioters (Kenya),5,,,0,50,Uganda,Acholi,Amuru,,Atiak,3.245,32.1411,2,All Africa,"Motorists from Uganda and Kenya stage protest, burn tyres and block roads to express displeasure with harassment by South Sudan officials",0
500,4040UGA,93243,9/6/2012,2012,1,Riots/Protests,Rioters (Uganda),Rioters (Kenya),5,,,0,50,Uganda,Acholi,Amuru,,Atiak,3.245,32.1411,2,All Africa,"Motorists from Uganda and Kenya stage protest, burn tyres and block roads to express displeasure with harassment by South Sudan officials",0
500,4041UGA,93244,10/6/2012,2012,1,Riots/Protests,Rioters (Uganda),Rioters (Kenya),5,,,0,50,Uganda,Acholi,Amuru,,Atiak,3.245,32.1411,2,All Africa,"Motorists from Uganda and Kenya stage protest, burn tyres and block roads to express displeasure with harassment by South Sudan officials",0
500,4042UGA,93245,11/6/2012,2012,1,Riots/Protests,Rioters (Uganda),Rioters (Kenya),5,,,0,50,Uganda,Acholi,Amuru,,Atiak,3.245,32.1411,2,All Africa,"Motorists from Uganda and Kenya stage protest, burn tyres and block roads to express displeasure with harassment by South Sudan officials",0
500,4043UGA,93246,11/6/2012,2012,1,Non-violent activity by a conflict actor,Unidentified Armed Group (Uganda),,3,,,0,30,Uganda,Teso,Amuria,,Apeduru,2.05,33.68333,1,BBC Monitoring,People flee sub-counties after seeing unidentified groups of armed men roaming through the area,0
500,4044UGA,93247,11/6/2012,2012,1,Non-violent activity by a conflict actor,Unidentified Armed Group (Uganda),,3,,,0,30,Uganda,Teso,Amuria,,Kuju,2.02694,33.60417,1,BBC Monitoring,People flee sub-counties after seeing unidentified groups of armed men roaming through the area,0
500,4045UGA,93248,11/6/2012,2012,1,Non-violent activity by a conflict actor,Unidentified Armed Group (Uganda),,3,,,0,30,Uganda,Teso,Amuria,,Oabalang,2.1728,33.5828,1,BBC Monitoring,People flee sub-counties after seeing unidentified groups of armed men roaming through the area,0
500,4046UGA,93249,11/6/2012,2012,1,Non-violent activity by a conflict actor,Unidentified Armed Group (Uganda),,3,,,0,30,Uganda,Teso,Soroti,,Soroti,1.6856,33.6164,2,BBC Monitoring,People flee sub-counties after seeing unidentified groups of armed men roaming through the area,0
500,4047UGA,93250,11/6/2012,2012,1,Non-violent activity by a conflict actor,Unidentified Armed Group (Uganda),,3,,,0,30,Uganda,Teso,Amuria,,Wila,2.1,33.65,1,BBC Monitoring,People flee sub-counties after seeing unidentified groups of armed men roaming through the area,0
500,4048UGA,93251,13/06/2012,2012,1,Non-violent activity by a conflict actor,Police Forces of Uganda (1986-),,1,Unidentified Armed Group (Uganda),,3,13,Uganda,Western,Ntoroko,,Ntoroko,1.00669,30.35878,2,All Africa,Police arrest suspected Islamic terrorists in western Uganda,0
500,4049UGA,93252,15/06/2012,2012,3,Non-violent activity by a conflict actor,M23: March 23 Movement,Military Forces of Uganda (1986-),2,,,0,20,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,United Nations Group of Experts,Head of M23 travels to Kampala to meet with rebels based in Ugandan capital,0
500,4050UGA,93253,18/06/2012,2012,1,Non-violent activity by a conflict actor,Police Forces of Uganda (1986-),,1,Civilians (Uganda),,7,17,Uganda,Central 1,Wakiso,,Najjera,0.38,32.625,1,All Africa,"Police raid workshop attented by lesbian, gay, bisexual and transgender activists and shut it down",0
500,4051UGA,93254,24/06/2012,2012,1,Non-violent activity by a conflict actor,Police Forces of Uganda (1986-),,1,Unidentified Armed Group (Pakistan),,3,13,Uganda,Western,Ntoroko,,Ntoroko,1.00669,30.35878,2,Wall Street Journal,Ugandan police arrest five Pakistanis they suspected of being terrorists. The men had reportedly met with ADF forces in DRC before crossing into Uganda,0
500,4052UGA,93255,6/7/2012,2012,1,Non-violent activity by a conflict actor,Military Forces of Democratic Republic of Congo (2001-),,8,Military Forces of Uganda (1986-),,1,18,Uganda,South Western,Kisoro,,Kisoro,-1.3539,29.6983,1,Agence de Presse Africaine (APA News),DRC troops flee into Uganda after facing M23 rebels; Ugandan military arrests soldiers and transfers them to Kisoro town near border,0
500,4053UGA,93256,7/7/2012,2012,2,Non-violent activity by a conflict actor,M23: March 23 Movement,Military Forces of Uganda (1986-),2,,,0,20,Uganda,South Western,Kisoro,,Kisoro,-1.3539,29.6983,1,United Nations Group of Experts,Ugandan military provides weapons to M23 rebel movement,0
500,4054UGA,93257,10/7/2012,2012,1,Non-violent activity by a conflict actor,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,NALU: National Army for the Liberation of Uganda,2,,,0,20,Uganda,Western,Kasese,,Rwenzori,0.224,29.924,1,Radio Okapi,ADF & NALU armed groups & posibly Military Forces of Uganda (1986-) present in Rwenzori.,0
500,4055UGA,93258,14/07/2012,2012,1,Battle-No change of territory,Bakonzo Ethnic Militia (Uganda),,4,Basongora Ethnic Militia (Uganda),,4,44,Uganda,Western,Kasese,,Kasese,0.18333,30.08333,2,The Daily Monitor,Bakonzo ethnic militia attacks Basongora ethnic group; Basongora fights back and six people were injured during the clashes,0
500,4056UGA,93259,15/07/2012,2012,3,Non-violent activity by a conflict actor,M23: March 23 Movement,Military Forces of Uganda (1986-),2,,,0,20,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,United Nations Group of Experts,M23 rebel movement actively recruiting in Uganda,0
500,4057UGA,93260,15/07/2012,2012,3,Non-violent activity by a conflict actor,M23: March 23 Movement,Military Forces of Uganda (1986-),2,,,0,20,Uganda,South Western,Kisoro,,Kisoro,-1.3539,29.6983,1,United Nations Group of Experts,M23 rebel movement actively recruiting in Uganda,0
500,4058UGA,93261,15/07/2012,2012,3,Non-violent activity by a conflict actor,M23: March 23 Movement,Military Forces of Uganda (1986-),2,,,0,20,Uganda,South Western,Isingiro,,Mbarara,-0.6583,30.6758,1,United Nations Group of Experts,Ugandan military provides support to M23 and transports wounded rebels to Ugandan hospital,0
500,4059UGA,93262,15/07/2012,2012,3,Non-violent activity by a conflict actor,M23: March 23 Movement,Military Forces of Uganda (1986-),2,,,0,20,Uganda,South Western,Isingiro,,Mbarara,-0.6583,30.6758,1,United Nations Group of Experts,M23 rebel movement actively recruiting in Uganda,0
500,4060UGA,93263,15/07/2012,2012,3,Non-violent activity by a conflict actor,M23: March 23 Movement,Military Forces of Uganda (1986-),2,,,0,20,Uganda,Western,Kasese,,Kasese,0.18333,30.08333,1,United Nations Group of Experts,M23 rebel movement actively recruiting in Uganda,0
500,4061UGA,93264,26/07/2012,2012,1,Violence against civilians,Police Forces of Uganda (1986-),,1,Civilians (Uganda),,7,17,Uganda,Central 1,Kampala,,Kampala,0.3156,32.5656,1,Human Rights Network for Journalists-Uganda,Police assault journalists covering a story in Kampala,0
500,4062UGA,93265,27/07/2012,2012,1,Riots/Protests,Protesters (Uganda),,6,,,0,60,Uganda,Central 1,Kampala,,Kampala,0.3156,32.5656,1,East African Business Week,Ugandan traders protest over Chinese traders and the influx of cheap goods,0
500,4063UGA,93266,9/8/2012,2012,1,Riots/Protests,Police Forces of Uganda (1986-),,1,Rioters (Uganda),FDC: Forum for Democratic Change,5,15,Uganda,Western,Kasese,,Kasese,0.18333,30.08333,1,The Observer,FDC supporters battle with police leading up to local election,0
500,4064UGA,93267,15/08/2012,2012,3,Non-violent activity by a conflict actor,M23: March 23 Movement,Military Forces of Uganda (1986-),2,,,0,20,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,United Nations Group of Experts,M23 rebel movement actively recruiting in Uganda,0
500,4065UGA,93268,15/08/2012,2012,3,Non-violent activity by a conflict actor,M23: March 23 Movement,Military Forces of Uganda (1986-),2,,,0,20,Uganda,South Western,Kisoro,,Kisoro,-1.3539,29.6983,1,United Nations Group of Experts,M23 rebel movement actively recruiting in Uganda,0
500,4066UGA,93269,15/08/2012,2012,3,Non-violent activity by a conflict actor,M23: March 23 Movement,Military Forces of Uganda (1986-),2,,,0,20,Uganda,South Western,Isingiro,,Mbarara,-0.6583,30.6758,1,United Nations Group of Experts,M23 rebel movement actively recruiting in Uganda,0
500,4067UGA,93270,15/08/2012,2012,3,Non-violent activity by a conflict actor,M23: March 23 Movement,Military Forces of Uganda (1986-),2,,,0,20,Uganda,Western,Kasese,,Kasese,0.18333,30.08333,1,United Nations Group of Experts,M23 rebel movement actively recruiting in Uganda,0
500,4068UGA,93271,18/08/2012,2012,1,Riots/Protests,Police Forces of Uganda (1986-),,1,Rioters (Uganda),,5,15,Uganda,Central 1,Kalangala,,Luku,-0.31667,32.38333,1,The Observer,Ferry passengers protest over route cancellations and delays caused by mechanical problems,0
500,4069UGA,93272,28/08/2012,2012,1,Violence against civilians,Police Forces of Uganda (1986-),,1,Civilians (Uganda),,7,17,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,New Vision,Policewoman kicks pregnant woman while dispersing a crowd; the unborn baby died three days later,0
500,4070UGA,93273,10/9/2012,2012,1,Riots/Protests,Rioters (Uganda),,5,,,0,50,Uganda,Elgon,Mbale,,Busiu,0.91722,34.16194,1,International Freedom of Expression Exchange Clearing House,Rioters assault journalist during protest over plans to construct new dam in area,0
500,4071UGA,93274,15/09/2012,2012,3,Non-violent activity by a conflict actor,M23: March 23 Movement,Military Forces of Uganda (1986-),2,,,0,20,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,United Nations Group of Experts,M23 rebel movement actively recruiting in Uganda,0
500,4072UGA,93275,15/09/2012,2012,3,Non-violent activity by a conflict actor,M23: March 23 Movement,Military Forces of Uganda (1986-),2,,,0,20,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,United Nations Group of Experts,M23 rebels renting houses in Kampala to stage group meetings and recruit from Ugandan population,0
500,4073UGA,93276,15/09/2012,2012,3,Non-violent activity by a conflict actor,M23: March 23 Movement,Military Forces of Uganda (1986-),2,,,0,20,Uganda,South Western,Kisoro,,Kisoro,-1.3539,29.6983,1,United Nations Group of Experts,M23 rebel movement actively recruiting in Uganda,0
500,4074UGA,93277,15/09/2012,2012,3,Non-violent activity by a conflict actor,M23: March 23 Movement,Military Forces of Uganda (1986-),2,,,0,20,Uganda,South Western,Isingiro,,Mbarara,-0.6583,30.6758,1,United Nations Group of Experts,M23 rebel movement actively recruiting in Uganda,0
500,4076UGA,93279,15/09/2012,2012,3,Non-violent activity by a conflict actor,M23: March 23 Movement,Military Forces of Uganda (1986-),2,,,0,20,Uganda,Western,Kasese,,Kasese,0.18333,30.08333,1,United Nations Group of Experts,M23 rebel movement actively recruiting in Uganda,0
500,4075UGA,93278,15/09/2012,2012,1,Non-violent activity by a conflict actor,Police Forces of Uganda (1986-),,1,RFLU: Revolutionary Forces for the Liberation of Uganda,,2,12,Uganda,South Western,Isingiro,,Rugarama,-0.86667,30.61667,1,New Vision,Police arrest members of new rebel group in southwestern region,0
500,4077UGA,93280,19/09/2012,2012,1,Non-violent activity by a conflict actor,M23: March 23 Movement,Military Forces of Uganda (1986-),2,,,0,20,Uganda,South Western,Kisoro,,Bunagana,-1.16667,29.66667,1,United Nations Group of Experts,Ugandan military provides weapons to M23 rebel movement,0
500,4078UGA,93281,20/09/2012,2012,1,Violence against civilians,Unidentified Armed Group (Pakistan),,3,Civilians (Uganda),,7,37,Uganda,Central 1,Kampala,,Buziga,0.25,32.61667,1,The Observer,Pakistani described as member of terrorist group involved in kidnapping of Ugandan woman.,0
500,4079UGA,93282,1/10/2012,2012,1,Riots/Protests,Police Forces of Uganda (1986-),,1,Protesters (Uganda),FDC: Forum for Democratic Change,6,16,Uganda,Central 1,Kampala,,Kampala,0.3167,32.5833,1,Wall Street Journal,Besigye arrested as he tried to lead planned protests against Museveni,0
500,4080UGA,93283,2/10/2012,2012,1,Non-violent activity by a conflict actor,Police Forces of Uganda (1986-),,1,Civilians (Uganda),FDC: Forum for Democratic Change,7,17,Uganda,Central 1,Wakiso,,Kasangati,0.43806,32.58639,1,New Vision,Police hold Besigye under house arrest ahead of Uganda's independence anniversary,0
500,4081UGA,93284,2/10/2012,2012,1,Violence against civilians,Unidentified Armed Group (Uganda),,3,Civilians (Uganda),,7,37,Uganda,Central 2,Mukono,,Mukono,0.35333,32.75528,1,New Vision,MP's wife killed in arson attack at her house; perpetrators unknown,1
500,4083UGA,93286,3/10/2012,2012,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,Pokot Ethnic Militia (Kenya),,4,14,Uganda,Karamoja,Amudat,,Amudat,1.95,34.95,1,UN IRIN,Pokot from Kenya raid cattle from Ugandan villagers and clash with Ugandan soldiers,1
500,4084UGA,93287,3/10/2012,2012,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,Pokot Ethnic Militia (Kenya),,4,14,Uganda,Karamoja,Nakapiripirit,,Nakapiriprit,1.9167,34.7833,1,UN IRIN,Pokot from Kenya raid cattle from Ugandan villagers and clash with Ugandan soldiers,1
500,4082UGA,93285,3/10/2012,2012,1,Non-violent activity by a conflict actor,Police Forces of Uganda (1986-),,1,Civilians (Uganda),FDC: Forum for Democratic Change,7,17,Uganda,Central 1,Wakiso,,Kasangati,0.43806,32.58639,1,New Vision,Police hold Besigye under house arrest ahead of Uganda's independence anniversary,0
500,4086UGA,93289,4/10/2012,2012,1,Riots/Protests,Police Forces of Uganda (1986-),,1,Protesters (Uganda),FDC: Forum for Democratic Change,6,16,Uganda,Central 1,Kampala,,Kiseka,0.3167,32.5833,1,Daily Monitor,"Police attack FDC protesters; one source claimed police used live ammunition to break up the gathering, but police denied this",0
500,4085UGA,93288,4/10/2012,2012,1,Violence against civilians,Police Forces of Uganda (1986-),,1,Civilians (Uganda),,7,17,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,International Freedom of Expression Exchange Clearing House,Police attack journalists covering arrest of Besigye at Kampala Central Police Station,0
500,4087UGA,93290,7/10/2012,2012,1,Riots/Protests,Police Forces of Uganda (1986-),,1,Rioters (Uganda),FDC: Forum for Democratic Change,5,15,Uganda,Central 1,Wakiso,,Kasangati,0.43806,32.58639,1,Daily Monitor,Police clash with FDC protesters upset over Besigye's house arrest,0
500,4088UGA,93291,8/10/2012,2012,1,Non-violent activity by a conflict actor,Police Forces of Uganda (1986-),,1,Civilians (Uganda),FDC: Forum for Democratic Change,7,17,Uganda,Central 1,Wakiso,,Kasangati,0.43806,32.58639,1,Daily Monitor,Police hold Besigye under house arrest ahead of Uganda's independence anniversary,0
500,4089UGA,93292,9/10/2012,2012,1,Non-violent activity by a conflict actor,Police Forces of Uganda (1986-),,1,Civilians (Uganda),FDC: Forum for Democratic Change,7,17,Uganda,Central 1,Wakiso,,Kasangati,0.43806,32.58639,1,Mail and Guardian,Police hold Besigye under house arrest during Uganda's independence anniversary,0
500,4090UGA,93293,9/10/2012,2012,1,Riots/Protests,Police Forces of Uganda (1986-),,1,Rioters (Uganda),FDC: Forum for Democratic Change,5,15,Uganda,South Western,Isingiro,,Mbarara,-0.6583,30.6758,1,Mail and Guardian,Police fight running battles with FDC rioters,0
500,4091UGA,93294,10/10/2012,2012,2,Non-violent activity by a conflict actor,Police Forces of Uganda (1986-),,1,RFLU: Revolutionary Forces for the Liberation of Uganda,,2,12,Uganda,Central 1,Kampala,,Mulago,0.35,32.58333,2,New Vision,Police arrest member of RFLU after he detonated a teargas canister while trying to test it,0
500,4092UGA,93295,10/10/2012,2012,1,Riots/Protests,Police Forces of Uganda (1986-),,1,Rioters (Uganda),,5,15,Uganda,Western,Kasese,,Kasese,0.18333,30.08333,1,The Observer,Students riot when they realized that they had not been registered for national exams; police disperse rioters,0
500,4093UGA,93296,15/10/2012,2012,3,Non-violent activity by a conflict actor,M23: March 23 Movement,Military Forces of Uganda (1986-),2,,,0,20,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,United Nations Group of Experts,M23 rebel movement actively recruiting in Uganda,0
500,4094UGA,93297,15/10/2012,2012,3,Non-violent activity by a conflict actor,M23: March 23 Movement,Military Forces of Uganda (1986-),2,,,0,20,Uganda,South Western,Kisoro,,Kisoro,-1.3539,29.6983,1,United Nations Group of Experts,M23 rebel movement actively recruiting in Uganda,0
500,4095UGA,93298,15/10/2012,2012,3,Non-violent activity by a conflict actor,M23: March 23 Movement,Military Forces of Uganda (1986-),2,,,0,20,Uganda,South Western,Isingiro,,Mbarara,-0.6583,30.6758,1,United Nations Group of Experts,M23 rebel movement actively recruiting in Uganda,0
500,4096UGA,93299,15/10/2012,2012,3,Non-violent activity by a conflict actor,M23: March 23 Movement,Military Forces of Uganda (1986-),2,,,0,20,Uganda,Western,Kasese,,Kasese,0.18333,30.08333,1,United Nations Group of Experts,M23 rebel movement actively recruiting in Uganda,0
500,4097UGA,93300,16/10/2012,2012,1,Violence against civilians,Unidentified Armed Group (Uganda),,3,Civilians (Uganda),,7,37,Uganda,Central 1,Wakiso,,Kyaliwajala,0.38,32.6467,1,New Vision,"Targeted assassination of Ugandan civilian by unknown armed group. The motive was unclear, but nothing was taken from him after he was shot",1
500,4098UGA,93301,19/10/2012,2012,1,Riots/Protests,Police Forces of Uganda (1986-),,1,Rioters (Uganda),,5,15,Uganda,Acholi,Gulu,,Gulu,2.76667,32.30556,1,New Vision,Students riot; police address crowds with tear gas to disperse rioters,0
500,4099UGA,93302,20/10/2012,2012,1,Riots/Protests,Police Forces of Uganda (1986-),,1,Rioters (Uganda),,5,15,Uganda,Acholi,Gulu,,Gulu,2.76667,32.30556,1,New Vision,Students riot; police address crowds with tear gas to disperse rioters,0
500,4100UGA,93303,21/10/2012,2012,1,Riots/Protests,Police Forces of Uganda (1986-),,1,Rioters (Uganda),,5,15,Uganda,Acholi,Gulu,,Gulu,2.76667,32.30556,1,New Vision,Students riot; police address crowds with tear gas to disperse rioters,0
500,4101UGA,93304,27/10/2012,2012,1,Riots/Protests,Police Forces of Uganda (1986-),,1,Rioters (Uganda),FDC: Forum for Democratic Change,5,15,Uganda,South Western,Isingiro,,Mbarara,-0.6583,30.6758,1,New Vision,FDC supporters clash with police; several police officers injured,0
500,4102UGA,93305,5/11/2012,2012,1,Riots/Protests,Protesters (Uganda),,6,,,0,60,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,2,The Observer,Policemen's wives demonstrate over poor living conditions and lack of electricity,0
500,4103UGA,93306,6/11/2012,2012,1,Riots/Protests,Protesters (Uganda),,6,,,0,60,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,2,The Observer,Policemen's wives demonstrate over poor living conditions and lack of electricity,0
500,4104UGA,93307,12/11/2012,2012,1,Riots/Protests,Protesters (Uganda),UYD: Uganda Young Democrats,6,Police Forces of Uganda (1986-),,1,16,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,Agence France Presse,Activists stage week of mourning and protests over high levels of corruption in Ugandan public offices; police arrest several activists,0
500,4105UGA,93308,12/11/2012,2012,1,Riots/Protests,Protesters (Uganda),,6,,,0,60,Uganda,Central 1,Kampala,,Lugogo,0.32639,32.60639,1,The Observer,Activists stage week of mourning and protests over high levels of corruption in Ugandan public offices,0
500,4106UGA,93309,13/11/2012,2012,1,Riots/Protests,Protesters (Uganda),,6,Police Forces of Uganda (1986-),,1,16,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,Agence France Presse,Activists stage week of mourning and protests over high levels of corruption in Ugandan public offices; police arrest several activists,0
500,4107UGA,93310,14/11/2012,2012,1,Riots/Protests,Protesters (Uganda),,6,Police Forces of Uganda (1986-),,1,16,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,Agence France Presse,Activists stage week of mourning and protests over high levels of corruption in Ugandan public offices; police arrest several activists,0
500,4108UGA,93311,15/11/2012,2012,3,Non-violent activity by a conflict actor,M23: March 23 Movement,Military Forces of Uganda (1986-),2,,,0,20,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,United Nations Group of Experts,M23 rebels renting houses in Kampala to stage group meetings and recruit from Ugandan population,0
500,4109UGA,93312,15/11/2012,2012,1,Riots/Protests,Protesters (Uganda),,6,,,0,60,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,Agence France Presse,Activists stage week of mourning and protests over high levels of corruption in Ugandan public offices,0
500,4110UGA,93313,16/11/2012,2012,1,Riots/Protests,Protesters (Uganda),,6,,,0,60,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,Agence France Presse,Activists stage week of mourning and protests over high levels of corruption in Ugandan public offices,0
500,4111UGA,93314,19/11/2012,2012,1,Riots/Protests,Protesters (Uganda),,6,,,0,60,Uganda,Central 1,Kampala,,Mulago,0.35,32.58333,1,New Vision,Students stage strike and protest over poor living conditions,0
500,4112UGA,93315,23/11/2012,2012,1,Riots/Protests,Protesters (Uganda),Police Forces of Uganda (1986-),6,,,0,60,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,New Vision,Female police officers stage protest over high levels of violence against women,0
500,4113UGA,93316,27/11/2012,2012,1,Non-violent activity by a conflict actor,Police Forces of Uganda (1986-),,1,Civilians (Uganda),UYD: Uganda Young Democrats,7,17,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,The Independent,Police invade Democratic Party headquarters and arrest several members of Uganda Young Democrats,0
500,4114UGA,93317,28/11/2012,2012,2,Riots/Protests,Protesters (Uganda),,6,,,0,60,Uganda,Central 1,Mpigi,,Mpigi,0.225,32.31361,2,New Vision,Residents stage protest against corruption,0
500,4115UGA,93318,30/11/2012,2012,1,Riots/Protests,Protesters (Uganda),,6,,,0,60,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,New Vision,Youth gather to protest lack of funding for start-up businesses,0
500,4116UGA,93319,5/12/2012,2012,1,Riots/Protests,Rioters (Uganda),UYD: Uganda Young Democrats,5,Police Forces of Uganda (1986-),,1,15,Uganda,Central 1,Masaka,,Masaka,-0.3128,31.7131,1,The Observer,"Uganda Young Democrats stage ""birthday party"" for Museveni and claim he is unable to run for president again according to the Constitution because of his age. Police arrested five of the activists as the gathering turned into a riot.",0
500,4117UGA,93320,7/12/2012,2012,1,Riots/Protests,Protesters (Uganda),Police Forces of Uganda (1986-),6,,,0,60,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,New Vision,Women and police officers protest against domestic violence,0
500,4118UGA,93321,11/12/2012,2012,1,Riots/Protests,Rioters (Uganda),,5,Police Forces of Uganda (1986-),,1,15,Uganda,Central 1,Kampala,,Kyambogo,0.35028,32.63083,1,New Vision,Police fight running battles with rioting students,0
